"id","time","station_id","district_id","latitude","longitude","PM25_Concentration","PM10_Concentration","NO2_Concentration","CO_Concentration","O3_Concentration","SO2_Concentration","weather","temperature","pressure","humidity","wind_speed","wind_direction"
"1001_309","2014-11-05 11:00:00",1001,101,40.090679,116.173553,"13","NULL","14.3","0.4","48.2","8.6","0","20","NULL","16","NULL","24"
"1001_310","2014-11-06 12:00:00",1001,101,40.090679,116.173553,"10","NULL","11.6","0.3","47.9","5.5","1","12","NULL","23","NULL","3"
"1001_311","2014-11-07 12:00:00",1001,101,40.090679,116.173553,"57","NULL","47.4","1.6","14.1","20.3","1","8","NULL","40","NULL","14"
"1001_312","2014-11-08 12:00:00",1001,101,40.090679,116.173553,"73","NULL","49.4","1.6","27","29.3","0","11","NULL","43","NULL","23"
"1001_313","2014-11-09 13:00:00",1001,101,40.090679,116.173553,"22","NULL","40.3","0.9","44","18.8","0","15","NULL","30","NULL","23"
"1001_314","2014-11-10 11:00:00",1001,101,40.090679,116.173553,"109","NULL","71.2","2.6","14.6","20.7","1","14","NULL","32","NULL","3"
"1001_315","2014-11-11 13:00:00",1001,101,40.090679,116.173553,"20","44.3","12.7","0.4","43.4","12.5","2","12","NULL","31","NULL","14"
"1001_316","2014-11-12 13:00:00",1001,101,40.090679,116.173553,"10","48.4","3.3","0.3","55.8","4.2","0","8","NULL","15","NULL","4"
"1001_317","2014-11-13 12:00:00",1001,101,40.090679,116.173553,"9","NULL","14.7","0.4","52.1","5","0","12","NULL","20","NULL","2"
"1001_318","2014-11-14 11:00:00",1001,101,40.090679,116.173553,"21","28.7","38","1.3","17.1","39.5","0","12","NULL","21","NULL","1"
"1001_319","2014-11-15 12:00:00",1001,101,40.090679,116.173553,"110","135.4","86.6","2.3","2","35.3","1","8","NULL","35","NULL","14"
"1001_320","2014-11-16 13:00:00",1001,101,40.090679,116.173553,"11","NULL","15.3","0.6","43.6","12.3","0","11","NULL","32","NULL","4"
"1001_321","2014-11-17 13:00:00",1001,101,40.090679,116.173553,"12","NULL","18.5","0.6","49","12.9","0","13","NULL","19","NULL","4"
"1001_322","2014-11-18 11:00:00",1001,101,40.090679,116.173553,"87","108.4","72.5","4.7","2","41.1","0","13","NULL","26","NULL","23"
"1001_323","2014-11-19 13:00:00",1001,101,40.090679,116.173553,"231","265.7","111.7","4.6","2.5","75.6","14","8","NULL","56","NULL","13"
"1001_324","2014-11-20 12:00:00",1001,101,40.090679,116.173553,"393","405.4","139.6","6","2","30.8","14","8","NULL","62","NULL","2"
"1001_325","2014-11-21 13:00:00",1001,101,40.090679,116.173553,"351","380.2","194.6","7.3","2","57","14","13","NULL","26","NULL","1"
"1001_326","2014-11-22 13:00:00",1001,101,40.090679,116.173553,"10","26.3","38.8","2.1","31.4","21.5","0","9","NULL","25","NULL","1"
"1001_327","2014-11-23 11:00:00",1001,101,40.090679,116.173553,"188","252.5","88.2","5.2","2","32.4","2","9","NULL","56","NULL","14"
"1001_328","2014-11-24 12:00:00",1001,101,40.090679,116.173553,"50","NULL","54","4.5","10.5","55.9","0","9","NULL","23","NULL","1"
"1001_329","2014-11-25 13:00:00",1001,101,40.090679,116.173553,"128","136.2","78.1","3.9","5","57.1","14","6","NULL","66","NULL","13"
"1001_330","2014-11-26 13:00:00",1001,101,40.090679,116.173553,"126","250.4","105.2","2.5","7.9","69.8","14","8","NULL","62","NULL","24"
"1001_331","2014-11-27 11:00:00",1001,101,40.090679,116.173553,"36","47.2","49.5","1.4","8.8","18.3","2","6","NULL","22","NULL","14"
"1001_332","2014-11-28 13:00:00",1001,101,40.090679,116.173553,"79","161","74.9","2","9.5","43.4","0","10","NULL","44","NULL","23"
"1001_333","2014-11-29 12:00:00",1001,101,40.090679,116.173553,"222","309.3","89.2","3.4","2","32.5","14","4","NULL","83","NULL","14"
"1001_334","2014-11-30 12:00:00",1001,101,40.090679,116.173553,"17","103.6","15.2","0.5","44.8","3.9","1","6","NULL","17","NULL","24"
"1001_335","2014-12-01 13:00:00",1001,101,40.090679,116.173553,"10","10.7","3.4","0.3","45.3","8.2","0","0","NULL","18","NULL","4"
"1001_336","2014-12-02 13:00:00",1001,101,40.090679,116.173553,"32","39.3","49","1","24.9","31.9","0","1","NULL","20","NULL","23"
"1001_337","2014-12-03 12:00:00",1001,101,40.090679,116.173553,"11","34.9","19.8","0.4","44.5","21.1","0","2","NULL","13","NULL","24"
"1001_338","2014-12-04 13:00:00",1001,101,40.090679,116.173553,"6","28.6","7.8","0.3","49.8","22.9","0","0","NULL","16","NULL","4"
"1001_339","2014-12-05 11:00:00",1001,101,40.090679,116.173553,"9","10.7","16.8","0.5","53.6","14.1","0","5","NULL","13","NULL","4"
"1001_340","2014-12-06 13:00:00",1001,101,40.090679,116.173553,"23","30.3","44","1.4","25.6","25.9","0","2","NULL","22","NULL","1"
"1001_341","2014-12-07 12:00:00",1001,101,40.090679,116.173553,"7","17.2","21.1","1.3","32.3","17.2","0","5","NULL","16","NULL","4"
"1001_342","2014-12-08 13:00:00",1001,101,40.090679,116.173553,"51","74.1","52.3","1.4","18.5","33.9","0","3","NULL","31","NULL","2"
"1001_343","2014-12-09 12:00:00",1001,101,40.090679,116.173553,"214","NULL","108.7","4.9","2","69.8","14","-1","NULL","58","NULL","4"
"1001_344","2014-12-10 12:00:00",1001,101,40.090679,116.173553,"NULL","NULL","9.1","0.4","44.1","15.6","0","4","NULL","22","8.5","4"
"1001_345","2014-12-11 13:00:00",1001,101,40.090679,116.173553,"11","NULL","7.5","0.3","51.2","9.4","0","3","NULL","22","8.5","23"
"1001_346","2014-12-12 11:00:00",1001,101,40.090679,116.173553,"10","33.7","10.7","0.3","44.3","14.6","0","3","NULL","15","15.5","4"
"1001_347","2014-12-13 11:00:00",1001,101,40.090679,116.173553,"51","89.4","55.5","1.3","15","33.5","0","3","NULL","20","8.5","23"
"1001_348","2014-12-14 12:00:00",1001,101,40.090679,116.173553,"72","88.1","60.5","2.5","10.3","57.6","0","6","NULL","17","3","1"
"1001_349","2014-12-15 13:00:00",1001,101,40.090679,116.173553,"8","69","14.8","0.4","47.5","6.7","0","3","NULL","19","24","4"
"1001_350","2014-12-16 12:00:00",1001,101,40.090679,116.173553,"6","61.2","10","0.3","NULL","22.2","0","-1","NULL","19","24","4"
"1001_351","2014-12-17 13:00:00",1001,101,40.090679,116.173553,"125","184.3","93.4","2.4","5.4","61.8","0","4","NULL","22","3","23"
"1001_352","2014-12-18 13:00:00",1001,101,40.090679,116.173553,"127","146.1","65.4","4.4","2.2","97.3","14","3","NULL","48","3","3"
"1001_353","2014-12-19 13:00:00",1001,101,40.090679,116.173553,"NULL","18.9","12.7","0.4","46.7","17.2","0","4","NULL","25","24","4"
"1001_354","2014-12-20 12:00:00",1001,101,40.090679,116.173553,"43","63.5","46.5","1.2","13.2","37.8","1","2","NULL","18","8.5","24"
"1001_355","2014-12-21 13:00:00",1001,101,40.090679,116.173553,"4","13.4","9","0.3","45.1","15.6","1","3","NULL","22","8.5","24"
"1001_356","2014-12-22 11:00:00",1001,101,40.090679,116.173553,"49","101.7","69.4","1.5","7.1","33.7","14","8","NULL","21","3","2"
"1001_357","2014-12-23 11:00:00",1001,101,40.090679,116.173553,"179","212","103.5","8.1","2","98.2","0","9","NULL","17","8.5","4"
"1001_358","2014-12-24 12:00:00",1001,101,40.090679,116.173553,"9","16.8","12.9","0.3","47.9","19.7","0","4","NULL","26","8.5","4"
"1001_359","2014-12-25 12:00:00",1001,101,40.090679,116.173553,"10","NULL","25","1.1","41.5","28","0","8","NULL","21","3","4"
"1001_360","2014-12-26 13:00:00",1001,101,40.090679,116.173553,"125","140.5","88","3.3","2","77.6","14","2","NULL","43","3","1"
"1001_361","2014-12-27 12:00:00",1001,101,40.090679,116.173553,"213","225.8","107.6","5.5","2","92.7","14","2","NULL","49","3","14"
"1001_362","2014-12-28 11:00:00",1001,101,40.090679,116.173553,"80","94.5","71.1","2.3","7.5","65.3","0","7","NULL","26","3","14"
"1001_363","2014-12-29 13:00:00",1001,101,40.090679,116.173553,"23","51.4","34.5","1.6","32.9","27.9","0","7","NULL","29","3","14"
"1001_364","2014-12-30 13:00:00",1001,101,40.090679,116.173553,"20","20.7","38.5","1.3","29.1","19.4","1","7","NULL","21","3","24"
"1001_365","2014-12-31 12:00:00",1001,101,40.090679,116.173553,"11","28.1","6.6","0.3","37.5","11.3","0","-1","NULL","15","15.5","4"
"1002_274","2014-10-01 11:00:00",1002,101,40.00395,116.20531,"58","83.7","51.8","0.6","16.5","4.4","4","9","NULL","99","NULL","1"
"1002_275","2014-10-02 12:00:00",1002,101,40.00395,116.20531,"61","NULL","43.9","0.9","26.1","7.4","0","21","NULL","56","NULL","4"
"1002_276","2014-10-03 12:00:00",1002,101,40.00395,116.20531,"117","NULL","34.8","1.9","34.1","16.4","4","17","NULL","79","NULL","1"
"1002_277","2014-10-04 12:00:00",1002,101,40.00395,116.20531,"70","NULL","21.7","0.6","62.1","4.1","2","16","NULL","87","NULL","14"
"1002_278","2014-10-05 11:00:00",1002,101,40.00395,116.20531,"12","NULL","5.8","0.3","76","4.7","0","19","NULL","40","NULL","14"
"1002_279","2014-10-06 11:00:00",1002,101,40.00395,116.20531,"24","NULL","45.2","0.5","28.4","2","0","21","NULL","31","NULL","3"
"1002_280","2014-10-07 13:00:00",1002,101,40.00395,116.20531,"97","102.8","52.1","0.8","90.5","11","0","19","NULL","49","NULL","1"
"1002_281","2014-10-08 12:00:00",1002,101,40.00395,116.20531,"256","NULL","56.3","1.7","39.6","6","14","18","NULL","76","NULL","1"
"1002_282","2014-10-09 11:00:00",1002,101,40.00395,116.20531,"399","NULL","76.6","2.1","31.9","9.6","14","21","NULL","71","NULL","4"
"1002_283","2014-10-10 12:00:00",1002,101,40.00395,116.20531,"347","NULL","55.9","2.2","99.7","50.2","14","21","NULL","73","NULL","4"
"1002_285","2014-10-12 12:00:00",1002,101,40.00395,116.20531,"3","NULL","NULL","NULL","NULL","NULL","1","17","NULL","29","NULL","1"
"1002_286","2014-10-13 12:00:00",1002,101,40.00395,116.20531,"13","NULL","6.4","0.2","65.9","3.6","0","16","NULL","23","NULL","1"
"1002_287","2014-10-14 12:00:00",1002,101,40.00395,116.20531,"NULL","NULL","61.1","0.9","39.1","11.9","0","21","NULL","27","NULL","23"
"1002_288","2014-10-15 12:00:00",1002,101,40.00395,116.20531,"3","58.3","2.5","0.2","104","2","0","21","NULL","20","NULL","4"
"1002_289","2014-10-16 13:00:00",1002,101,40.00395,116.20531,"16","68.4","18.5","0.5","103.3","7.6","0","21","NULL","22","NULL","23"
"1002_290","2014-10-17 13:00:00",1002,101,40.00395,116.20531,"81","143.6","89.9","0.9","65","15","0","23","NULL","31","NULL","3"
"1002_291","2014-10-18 12:00:00",1002,101,40.00395,116.20531,"109","131.5","91.3","0.9","79.6","19.5","14","25","NULL","35","NULL","1"
"1002_292","2014-10-19 12:00:00",1002,101,40.00395,116.20531,"331","397.4","159","2.8","22.1","26.1","14","18","NULL","71","NULL","4"
"1002_293","2014-10-20 12:00:00",1002,101,40.00395,116.20531,"281","NULL","80.6","1.5","96.4","15.7","14","20","NULL","68","NULL","1"
"1002_294","2014-10-21 13:00:00",1002,101,40.00395,116.20531,"27","NULL","33.3","0.9","51.7","14.8","2","15","NULL","27","NULL","2"
"1002_295","2014-10-22 12:00:00",1002,101,40.00395,116.20531,"82","167.5","NULL","0.5","NULL","14.3","2","13","NULL","61","NULL","3"
"1002_296","2014-10-23 12:00:00",1002,101,40.00395,116.20531,"146","155.7","44.8","1","46.4","9.4","14","14","NULL","68","NULL","14"
"1002_297","2014-10-24 12:00:00",1002,101,40.00395,116.20531,"252","254.3","38.4","1.6","2","28","14","18","NULL","65","NULL","3"
"1002_298","2014-10-25 12:00:00",1002,101,40.00395,116.20531,"365","NULL","56.2","2","68.9","17.1","14","18","NULL","72","NULL","14"
"1002_300","2014-10-27 12:00:00",1002,101,40.00395,116.20531,"51","NULL","52","0.9","32.7","19.9","1","13","NULL","27","NULL","3"
"1002_302","2014-10-29 12:00:00",1002,101,40.00395,116.20531,"100","114","60.1","0.9","52.2","24.9","1","15","NULL","51","NULL","23"
"1002_303","2014-10-30 13:00:00",1002,101,40.00395,116.20531,"118","188.7","65.1","1.3","56.4","30.2","2","13","NULL","76","NULL","1"
"1002_304","2014-10-31 12:00:00",1002,101,40.00395,116.20531,"149","NULL","96.9","1.7","14.2","18","2","15","NULL","80","NULL","23"
"1002_305","2014-11-01 13:00:00",1002,101,40.00395,116.20531,"14","NULL","6.2","0.3","69.7","8.4","1","15","NULL","32","NULL","4"
"1002_306","2014-11-02 13:00:00",1002,101,40.00395,116.20531,"4","6.6","2","0.3","74.3","2.7","0","14","NULL","16","NULL","4"
"1002_307","2014-11-03 11:00:00",1002,101,40.00395,116.20531,"21","47.1","30.9","0.5","50.5","3","0","18","NULL","22","NULL","23"
"1002_308","2014-11-04 11:00:00",1002,101,40.00395,116.20531,"64","93.7","30.6","0.6","55.8","21.2","0","16","NULL","37","NULL","3"
"1002_309","2014-11-05 11:00:00",1002,101,40.00395,116.20531,"10","16.1","2","0.3","75.4","4.6","0","20","NULL","16","NULL","24"
"1002_310","2014-11-06 12:00:00",1002,101,40.00395,116.20531,"7","16.8","9.4","0.3","68.5","4","1","12","NULL","23","NULL","3"
"1002_311","2014-11-07 12:00:00",1002,101,40.00395,116.20531,"53","81.4","58.2","1.9","12","28.3","1","8","NULL","40","NULL","14"
"1002_312","2014-11-08 11:00:00",1002,101,40.00395,116.20531,"64","81.3","42.1","1.2","38.9","21.9","0","11","NULL","43","NULL","23"
"1002_313","2014-11-09 13:00:00",1002,101,40.00395,116.20531,"51","NULL","37.3","0.8","69.7","15.3","0","15","NULL","30","NULL","23"
"1002_314","2014-11-10 11:00:00",1002,101,40.00395,116.20531,"91","93.5","75.1","1.8","26","12.9","1","14","NULL","32","NULL","3"
"1002_315","2014-11-11 11:00:00",1002,101,40.00395,116.20531,"13","38.8","2.1","0.3","67.5","5.3","2","12","NULL","31","NULL","14"
"1002_316","2014-11-12 11:00:00",1002,101,40.00395,116.20531,"3","30.1","NULL","0.3","77.9","2","0","8","NULL","15","NULL","4"
"1002_318","2014-11-14 11:00:00",1002,101,40.00395,116.20531,"NULL","45","24.5","0.7","46","23.5","0","12","NULL","21","NULL","1"
"1002_319","2014-11-15 13:00:00",1002,101,40.00395,116.20531,"113","136.8","97.7","1.8","13.6","41.2","1","8","NULL","35","NULL","14"
"1002_320","2014-11-16 12:00:00",1002,101,40.00395,116.20531,"10","NULL","2.2","0.3","78.3","2.5","0","11","NULL","32","NULL","4"
"1002_321","2014-11-17 12:00:00",1002,101,40.00395,116.20531,"8","62.4","11.3","0.4","NULL","6.3","0","13","NULL","19","NULL","4"
"1002_322","2014-11-18 13:00:00",1002,101,40.00395,116.20531,"75","90.2","75.3","1.7","25.1","47.4","0","13","NULL","26","NULL","23"
"1002_323","2014-11-19 13:00:00",1002,101,40.00395,116.20531,"267","NULL","110","2.6","31.2","100.6","14","8","NULL","56","NULL","13"
"1002_324","2014-11-20 13:00:00",1002,101,40.00395,116.20531,"346","NULL","139.7","3.3","19","63.8","14","8","NULL","62","NULL","2"
"1002_325","2014-11-21 11:00:00",1002,101,40.00395,116.20531,"411","NULL","191","4.7","19.9","42.1","14","13","NULL","26","NULL","1"
"1002_326","2014-11-22 11:00:00",1002,101,40.00395,116.20531,"9","NULL","5.7","0.3","72.9","13.2","0","9","NULL","25","NULL","1"
"1002_327","2014-11-23 11:00:00",1002,101,40.00395,116.20531,"114","130.5","82.9","2","6.8","25.5","2","9","NULL","56","NULL","14"
"1002_328","2014-11-24 12:00:00",1002,101,40.00395,116.20531,"29","NULL","30.4","0.9","52.1","54.9","0","9","NULL","23","NULL","1"
"1002_329","2014-11-25 13:00:00",1002,101,40.00395,116.20531,"135","NULL","91","2","22.1","48.6","14","6","NULL","66","NULL","13"
"1002_330","2014-11-26 13:00:00",1002,101,40.00395,116.20531,"255","NULL","129.5","3.1","15.2","63.6","14","8","NULL","62","NULL","24"
"1002_331","2014-11-27 11:00:00",1002,101,40.00395,116.20531,"39","50.2","51.1","0.9","28","11.2","2","6","NULL","22","NULL","14"
"1002_332","2014-11-28 12:00:00",1002,101,40.00395,116.20531,"63","122.6","57.7","1.1","35.5","23.1","0","10","NULL","44","NULL","23"
"1002_333","2014-11-29 13:00:00",1002,101,40.00395,116.20531,"269","279.2","84","2.6","11.8","28.5","14","4","NULL","83","NULL","14"
"1002_334","2014-11-30 13:00:00",1002,101,40.00395,116.20531,"24","148.1","3.8","0.4","76.5","2","1","6","NULL","17","NULL","24"
"1002_335","2014-12-01 13:00:00",1002,101,40.00395,116.20531,"4","7.7","6.3","0.5","69.8","3.1","0","0","NULL","18","NULL","4"
"1002_336","2014-12-02 11:00:00",1002,101,40.00395,116.20531,"55","74.2","46.4","1.3","25.6","30.6","0","1","NULL","20","NULL","23"
"1002_337","2014-12-03 12:00:00",1002,101,40.00395,116.20531,"14","31","2","0.4","68.1","11.5","0","2","NULL","13","NULL","24"
"1002_338","2014-12-04 12:00:00",1002,101,40.00395,116.20531,"6","26.2","2","0.3","72.4","11.3","0","0","NULL","16","NULL","4"
"1002_339","2014-12-05 12:00:00",1002,101,40.00395,116.20531,"10","NULL","2","0.4","74.8","7.4","0","5","NULL","13","NULL","4"
"1002_340","2014-12-06 13:00:00",1002,101,40.00395,116.20531,"25","33.7","32.9","0.8","46.5","21.5","0","2","NULL","22","NULL","1"
"1002_341","2014-12-07 12:00:00",1002,101,40.00395,116.20531,"6","11.8","2","0.3","66.4","2.5","0","5","NULL","16","NULL","4"
"1002_342","2014-12-08 13:00:00",1002,101,40.00395,116.20531,"92","149.4","50.2","1.5","40.6","49.8","0","3","NULL","31","NULL","2"
"1002_343","2014-12-09 12:00:00",1002,101,40.00395,116.20531,"NULL","NULL","94","NULL","16.3","67.4","14","-1","NULL","58","NULL","4"
"1002_344","2014-12-10 11:00:00",1002,101,40.00395,116.20531,"47","203","5.8","0.4","64.1","7.3","0","4","NULL","22","8.5","4"
"1002_345","2014-12-11 11:00:00",1002,101,40.00395,116.20531,"16","NULL","5.5","0.5","68.2","9.9","0","3","NULL","22","8.5","23"
"1002_346","2014-12-12 13:00:00",1002,101,40.00395,116.20531,"11","23.3","NULL","0.3","64.2","3.1","0","3","NULL","15","15.5","4"
"1002_347","2014-12-13 13:00:00",1002,101,40.00395,116.20531,"42","67.4","NULL","0.8","51.8","17","0","3","NULL","20","8.5","23"
"1002_348","2014-12-14 13:00:00",1002,101,40.00395,116.20531,"41","53.6","2","1.1","42.5","40.5","0","6","NULL","17","3","1"
"1002_349","2014-12-15 12:00:00",1002,101,40.00395,116.20531,"15","18.9","2.6","0.3","76.8","6.9","0","3","NULL","19","24","4"
"1002_350","2014-12-16 12:00:00",1002,101,40.00395,116.20531,"7","35.5","2","0.3","68.2","8.9","0","-1","NULL","19","24","4"
"1002_351","2014-12-17 11:00:00",1002,101,40.00395,116.20531,"125","162.2","75.4","2.4","20.2","58.1","0","4","NULL","22","3","23"
"1002_352","2014-12-18 13:00:00",1002,101,40.00395,116.20531,"138","140.4","82.1","3.5","27.5","98.6","14","3","NULL","48","3","3"
"1002_353","2014-12-19 12:00:00",1002,101,40.00395,116.20531,"8","NULL","2.3","0.2","83","3.6","0","4","NULL","25","24","4"
"1002_354","2014-12-20 11:00:00",1002,101,40.00395,116.20531,"17","26","42.1","0.8","28.1","14.5","1","2","NULL","18","8.5","24"
"1002_355","2014-12-21 13:00:00",1002,101,40.00395,116.20531,"3","5","5.6","0.3","64.4","5.1","1","3","NULL","22","8.5","24"
"1002_356","2014-12-22 12:00:00",1002,101,40.00395,116.20531,"57","64.3","90.4","2.1","17.6","27.6","14","8","NULL","21","3","2"
"1002_357","2014-12-23 12:00:00",1002,101,40.00395,116.20531,"102","NULL","81.8","2.4","24.2","72.7","0","9","NULL","17","8.5","4"
"1002_358","2014-12-24 12:00:00",1002,101,40.00395,116.20531,"11","11.9","6.4","0.3","74.4","10.8","0","4","NULL","26","8.5","4"
"1002_359","2014-12-25 13:00:00",1002,101,40.00395,116.20531,"16","NULL","11.9","0.4","78.6","14.8","0","8","NULL","21","3","4"
"1002_360","2014-12-26 12:00:00",1002,101,40.00395,116.20531,"78","82.8","72.8","2.2","27.8","64.3","14","2","NULL","43","3","1"
"1002_361","2014-12-27 12:00:00",1002,101,40.00395,116.20531,"210","NULL","143.9","4.5","15.4","90.2","14","2","NULL","49","3","14"
"1002_362","2014-12-28 11:00:00",1002,101,40.00395,116.20531,"54","61.5","30.1","0.9","65.7","30.3","0","7","NULL","26","3","14"
"1002_363","2014-12-29 12:00:00",1002,101,40.00395,116.20531,"25","59.5","14.3","0.6","77","14.8","0","7","NULL","29","3","14"
"1002_364","2014-12-30 11:00:00",1002,101,40.00395,116.20531,"12","19.6","32","0.7","54.7","14","1","7","NULL","21","3","24"
"1002_365","2014-12-31 11:00:00",1002,101,40.00395,116.20531,"7","18.8","2","0.3","74.6","5.2","0","-1","NULL","15","15.5","4"
"1003_274","2014-10-01 13:00:00",1003,102,39.914409,116.184239,"72","107","63","0.8","10","3","4","11","NULL","76","NULL","14"
"1003_275","2014-10-02 13:00:00",1003,102,39.914409,116.184239,"83","99","56","1","44","7","0","21","NULL","58","NULL","23"
"1003_276","2014-10-03 12:00:00",1003,102,39.914409,116.184239,"110","123.2","45.2","1.9","25.5","12.7","4","18","NULL","72","NULL","14"
"1003_277","2014-10-04 11:00:00",1003,102,39.914409,116.184239,"62","NULL","31","0.8","59","3","4","16","NULL","83","NULL","3"
"1003_278","2014-10-05 11:00:00",1003,102,39.914409,116.184239,"11","NULL","NULL","NULL","NULL","6","0","19","NULL","32","NULL","14"
"1003_279","2014-10-06 12:00:00",1003,102,39.914409,116.184239,"20","41","49","0.4","41","3","0","21","NULL","26","NULL","23"
"1003_280","2014-10-07 11:00:00",1003,102,39.914409,116.184239,"70","122","66","0.8","18","8","0","19","NULL","42","NULL","13"
"1003_281","2014-10-08 11:00:00",1003,102,39.914409,116.184239,"214","223","83","1.8","32","13","14","18","NULL","71","NULL","4"
"1003_282","2014-10-09 13:00:00",1003,102,39.914409,116.184239,"326","336","89","2.1","73","10","14","19","NULL","73","NULL","4"
"1003_283","2014-10-10 13:00:00",1003,102,39.914409,116.184239,"317","317","124","2.6","137","24","14","20","NULL","73","NULL","14"
"1003_284","2014-10-11 11:00:00",1003,102,39.914409,116.184239,"308","346","117","2.7","2","5","14","19","NULL","81","NULL","1"
"1003_285","2014-10-12 13:00:00",1003,102,39.914409,116.184239,"12","NULL","21","0.3","57","7","1","17","NULL","24","NULL","14"
"1003_286","2014-10-13 13:00:00",1003,102,39.914409,116.184239,"7","NULL","18","0.3","63","4","0","16","NULL","20","NULL","14"
"1003_287","2014-10-14 11:00:00",1003,102,39.914409,116.184239,"33","68","73","0.9","19","7","0","19","NULL","28","NULL","3"
"1003_288","2014-10-15 13:00:00",1003,102,39.914409,116.184239,"14","127","12","0.2","78","2","0","22","NULL","16","NULL","24"
